buoy_id,buoy_name,latitude,longitude,timestamp,temperature,salinity,ph,dissolved_oxygen,turbidity,chlorophyll,wave_height
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T00:00:00+00:00,14.95,36.9,8.16,258.2,8.8,1.3,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T01:00:00+00:00,13.31,36.95,8.16,251.7,9.1,1.78,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T07:00:00+00:00,13.45,37,8.14,258.9,9.2,1.44,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T13:00:00+00:00,15.36,36.92,8.17,253.3,8.8,1.52,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T14:00:00+00:00,14.11,37.01,8.15,252.3,9.3,1.42,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T17:00:00+00:00,12.07,36.85,8.15,254.9,9,1.39,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-01T18:00:00+00:00,11.89,36.96,8.15,252.3,9.1,1.37,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T00:00:00+00:00,9.73,36.95,8.15,255.9,8.9,1.49,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T06:00:00+00:00,12.79,36.85,8.16,254.3,9.4,1.67,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T07:00:00+00:00,11.17,36.97,8.17,253,9.2,1.16,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T08:00:00+00:00,10.1,36.98,8.16,260.5,8.8,1.19,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T14:00:00+00:00,15.04,36.99,8.14,255.7,8.8,1.33,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T20:00:00+00:00,12.8,37.04,8.16,257.1,9.2,1.14,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-02T23:00:00+00:00,10.8,36.95,8.15,257.1,8.6,0.97,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T02:00:00+00:00,14.27,36.85,8.17,257.7,8.9,1.41,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T03:00:00+00:00,14.45,36.94,8.14,257.1,8.9,1.21,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T09:00:00+00:00,11.81,36.95,8.13,253.1,9,1.06,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T12:00:00+00:00,15.39,36.93,8.14,254.1,8.8,1.25,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T13:00:00+00:00,12.83,37.02,8.16,255.6,9.3,1.74,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T14:00:00+00:00,12.35,37.03,8.15,255,8.6,0.82,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T20:00:00+00:00,13.66,36.94,8.17,253.5,8.8,1.28,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-03T21:00:00+00:00,10.9,36.96,8.15,250.9,9.3,1.51,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T03:00:00+00:00,10.78,36.89,8.13,252.6,8.7,1.47,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T09:00:00+00:00,14.69,36.88,8.13,255.8,9.1,1.65,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T12:00:00+00:00,16.92,36.85,8.16,251.2,8.8,1.77,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T13:00:00+00:00,13.9,36.88,8.16,260.6,9.2,1.29,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T16:00:00+00:00,9.54,36.97,8.14,254.2,8.7,0.9,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T17:00:00+00:00,10.79,36.91,8.14,254.2,9.4,1.62,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-04T20:00:00+00:00,13.25,37.03,8.13,253.5,9.2,1.33,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T02:00:00+00:00,15.63,36.92,8.14,251,9.1,1.5,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T03:00:00+00:00,10.59,36.94,8.14,254.3,8.7,1.78,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T09:00:00+00:00,13.98,36.95,8.14,256.3,9.1,1.48,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T10:00:00+00:00,16.92,36.91,8.13,260.2,9.4,0.9,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T13:00:00+00:00,12.93,37.01,8.15,260.6,8.5,1.58,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T14:00:00+00:00,10.67,36.85,8.14,260.2,9.4,1.08,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T17:00:00+00:00,11.3,36.91,8.16,258.5,8.7,0.83,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T18:00:00+00:00,14.39,36.97,8.13,258.8,8.6,0.99,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-05T21:00:00+00:00,12.68,36.88,8.15,256.6,9,0.93,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-06T03:00:00+00:00,12.1,37.01,8.16,251.1,9.1,1.27,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-06T04:00:00+00:00,15.13,36.9,8.13,253.5,9.1,1.34,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-06T10:00:00+00:00,14.03,36.87,8.14,259.2,8.5,1.05,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-06T11:00:00+00:00,15.31,36.96,8.16,252.6,9.3,1.47,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-06T17:00:00+00:00,12.72,36.89,8.17,258.3,8.9,1.37,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-06T23:00:00+00:00,15.81,37.03,8.15,254.8,9,0.95,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T02:00:00+00:00,11.81,36.96,8.15,256,8.6,1.55,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T03:00:00+00:00,10.34,37.02,8.16,251.6,8.8,1.34,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T06:00:00+00:00,14.56,36.9,8.16,252.4,9.1,0.99,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T12:00:00+00:00,15.84,36.96,8.14,257.6,8.5,1.52,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T15:00:00+00:00,14.56,36.95,8.14,256.7,9.1,1.05,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T21:00:00+00:00,13.02,36.91,8.14,260,9.3,0.88,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-07T22:00:00+00:00,11.14,36.87,8.15,257.6,9,1.4,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-08T04:00:00+00:00,11.68,36.99,8.17,251.9,8.9,1.46,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-08T05:00:00+00:00,15.99,36.91,8.17,257.4,8.6,1.6,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-08T11:00:00+00:00,12.99,36.95,8.17,252.1,8.6,1.42,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-08T12:00:00+00:00,12.02,37.01,8.14,255.2,8.8,1.06,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-08T18:00:00+00:00,13.76,36.98,8.17,250.7,8.6,1.25,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-08T21:00:00+00:00,15.25,37.03,8.15,258.2,9,1.23,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-09T00:00:00+00:00,12.15,36.99,8.14,259.6,9.2,1.59,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-09T03:00:00+00:00,12.17,36.87,8.13,253.5,9.4,1.77,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-09T06:00:00+00:00,11.45,36.96,8.15,259.3,9.2,1.68,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-09T12:00:00+00:00,15.54,36.9,8.15,255.3,8.5,1.68,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-09T18:00:00+00:00,13.91,36.87,8.16,255.2,8.8,1.2,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-10T00:00:00+00:00,12.56,36.85,8.15,256.8,8.5,1.23,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-10T06:00:00+00:00,16.95,36.94,8.15,257.4,8.5,0.87,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-10T12:00:00+00:00,11.9,37.01,8.15,255.9,9,1.17,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-10T13:00:00+00:00,14.84,37.01,8.16,253.3,9.2,1.78,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-10T19:00:00+00:00,13.6,36.87,8.17,259,8.6,1.45,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T01:00:00+00:00,15.14,36.93,8.15,255.5,9,1.09,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T04:00:00+00:00,12.1,36.98,8.16,258.7,9.2,0.91,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T07:00:00+00:00,10.68,36.93,8.16,255.6,8.7,0.82,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T10:00:00+00:00,13.07,36.89,8.14,256,9,1.31,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T11:00:00+00:00,11.09,36.93,8.15,254,9.2,1.37,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T14:00:00+00:00,11.81,36.9,8.14,253.9,9.2,1.71,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T15:00:00+00:00,11.32,36.88,8.17,259.2,9.3,0.93,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-11T21:00:00+00:00,13.87,36.87,8.14,260,9.2,1.7,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-12T00:00:00+00:00,13.8,37,8.16,253.9,8.5,1.58,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-12T03:00:00+00:00,14.74,37,8.14,253.7,8.7,1.72,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-12T09:00:00+00:00,15.77,36.91,8.14,252.1,9.2,1.55,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-12T15:00:00+00:00,10.4,36.86,8.13,258.3,9.2,1.54,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-12T21:00:00+00:00,13.52,36.85,8.16,254.8,9.3,1.34,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T03:00:00+00:00,12.01,37.02,8.15,258.5,8.6,0.99,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T06:00:00+00:00,11.41,36.9,8.15,260,9.2,1.31,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T09:00:00+00:00,15.81,36.92,8.13,255.1,9.1,1.43,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T15:00:00+00:00,16.4,36.88,8.14,257.7,9,1.66,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T16:00:00+00:00,12.97,36.85,8.14,253.8,9.1,1.56,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T17:00:00+00:00,11.1,37,8.16,259.3,9,0.99,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T20:00:00+00:00,12.65,37.01,8.13,250.9,8.5,1.54,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-13T23:00:00+00:00,10.09,36.94,8.14,252.9,8.7,1.4,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-14T05:00:00+00:00,11.34,37.03,8.14,258.1,9.4,1.42,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-14T08:00:00+00:00,11.87,36.87,8.14,255.1,9.4,1.49,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-14T14:00:00+00:00,14.47,36.89,8.15,258.5,9.4,1.76,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-14T15:00:00+00:00,12.79,36.99,8.15,253.7,8.7,0.96,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-14T18:00:00+00:00,14.16,36.94,8.16,253.3,9.3,1.67,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T00:00:00+00:00,15.3,36.98,8.14,253.3,9.3,1.04,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T06:00:00+00:00,12.72,36.92,8.14,259.3,9.4,1.45,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T09:00:00+00:00,16.3,36.92,8.15,254.5,8.5,1.39,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T10:00:00+00:00,10.68,36.85,8.14,257.5,9,1.26,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T11:00:00+00:00,12.56,36.89,8.16,258.8,8.6,1.43,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T14:00:00+00:00,11.59,36.93,8.16,254,8.9,0.79,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T20:00:00+00:00,13.74,36.91,8.16,256,9.2,0.84,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T21:00:00+00:00,14.3,36.92,8.15,254.1,8.7,1.13,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-15T22:00:00+00:00,16.19,36.85,8.17,254.4,9.1,1.49,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-16T04:00:00+00:00,11.02,37.04,8.15,254.5,9.2,0.96,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-16T05:00:00+00:00,10.06,36.9,8.14,251.8,9,1.44,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-16T08:00:00+00:00,9.7,36.84,8.16,254.7,8.5,1.5,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-16T11:00:00+00:00,12.25,36.89,8.16,260.6,9.1,1.27,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-16T17:00:00+00:00,10.47,36.84,8.14,251.8,9.3,1.44,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-16T20:00:00+00:00,11.56,36.97,8.14,259.7,9.3,0.84,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-17T02:00:00+00:00,15.86,36.9,8.15,254.3,9.1,1.53,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-17T08:00:00+00:00,12.99,36.86,8.17,253.3,9,1.33,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-17T14:00:00+00:00,13.83,36.96,8.15,250.7,9,1.75,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-17T20:00:00+00:00,10.2,36.98,8.15,257.1,9,1.31,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-17T23:00:00+00:00,15.64,36.93,8.13,254.9,9.1,0.91,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T02:00:00+00:00,10.88,36.91,8.16,251.8,8.5,1.61,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T05:00:00+00:00,15.17,36.9,8.16,257.5,9.4,1.35,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T06:00:00+00:00,14.54,36.9,8.17,260.5,8.8,0.86,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T09:00:00+00:00,12.05,37.04,8.16,259.3,9.1,0.86,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T12:00:00+00:00,11.55,36.97,8.17,260,9.2,1.7,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T15:00:00+00:00,14.08,36.91,8.17,252,9.1,1.43,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T16:00:00+00:00,15.05,37.02,8.16,255.5,8.7,1.05,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T17:00:00+00:00,14.02,36.87,8.17,251.6,8.5,1.18,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-18T23:00:00+00:00,9.97,36.98,8.16,257.8,9.2,1.17,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T02:00:00+00:00,13.78,36.91,8.15,256.9,9.4,1.27,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T03:00:00+00:00,11.8,36.94,8.16,252.5,8.9,1.53,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T09:00:00+00:00,10.37,36.87,8.15,254.9,8.7,0.95,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T10:00:00+00:00,13.18,37.03,8.14,260.3,8.5,1.04,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T11:00:00+00:00,15.75,36.92,8.14,260,9.4,1.28,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T14:00:00+00:00,13.99,37.03,8.14,259.7,9.2,0.86,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T20:00:00+00:00,11.49,36.92,8.14,259.1,9.2,1.01,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-19T21:00:00+00:00,13.82,36.96,8.16,257.1,8.6,0.98,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-20T03:00:00+00:00,12.97,36.95,8.16,258.6,8.9,1.54,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-20T06:00:00+00:00,14.19,36.93,8.16,256.1,8.7,1.41,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-20T09:00:00+00:00,10.66,37.03,8.16,257.6,8.5,1.35,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-20T12:00:00+00:00,13.68,36.9,8.14,259.2,9,1.44,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-20T18:00:00+00:00,14.16,36.91,8.14,259.3,9,1.68,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-20T21:00:00+00:00,15.27,36.89,8.16,258.7,8.9,1.3,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T00:00:00+00:00,12.13,36.96,8.16,251.9,9.1,1.22,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T01:00:00+00:00,11.3,36.96,8.14,258.2,8.7,0.85,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T04:00:00+00:00,13.83,36.87,8.13,254.7,9.1,1.72,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T07:00:00+00:00,14.78,36.94,8.15,254.2,9.4,1.76,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T13:00:00+00:00,13.55,36.86,8.13,260.6,9.2,0.96,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T14:00:00+00:00,12.7,36.88,8.16,255.2,8.5,1.29,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T17:00:00+00:00,14.58,36.99,8.14,253.1,9.2,1.29,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-21T23:00:00+00:00,12.44,36.97,8.15,256.2,8.7,0.97,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T00:00:00+00:00,11.64,36.95,8.15,256.2,9.4,1.34,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T03:00:00+00:00,12.01,36.88,8.15,251.2,8.8,1.64,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T09:00:00+00:00,16.39,37.01,8.14,259.9,9.4,1.69,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T10:00:00+00:00,14.24,36.96,8.16,258.3,8.5,1.51,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T11:00:00+00:00,15.26,37.04,8.17,252.9,8.7,1.03,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T12:00:00+00:00,10.4,36.96,8.15,252.7,8.8,1.5,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T18:00:00+00:00,14.15,36.99,8.14,254.6,9.2,1,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-22T19:00:00+00:00,10.31,36.95,8.15,252,9.3,1.06,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-23T01:00:00+00:00,14.96,37.04,8.14,255.1,8.8,1.46,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-23T07:00:00+00:00,13.78,36.97,8.15,259.5,9.4,1.38,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-23T08:00:00+00:00,13.17,36.86,8.15,258.2,9.4,1.21,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-23T14:00:00+00:00,10.44,37.04,8.16,250.8,8.9,1.18,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-23T20:00:00+00:00,11.09,37.04,8.14,260,8.8,1.27,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-23T23:00:00+00:00,9.96,37,8.14,251.2,9.4,0.97,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T02:00:00+00:00,14.69,36.9,8.16,255.7,9.1,1.54,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T05:00:00+00:00,12.55,37.04,8.15,255.3,9,1.38,7.2
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T06:00:00+00:00,13.03,36.92,8.14,254.2,9.3,1.78,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T12:00:00+00:00,13.88,36.85,8.15,255.9,9,1.67,7.3
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T13:00:00+00:00,10.72,36.99,8.15,252.8,9.4,1.6,7.4
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T16:00:00+00:00,12.78,37.03,8.16,256.7,8.6,0.92,7.6
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T17:00:00+00:00,11.11,36.9,8.15,258.4,8.8,1.45,7.5
IND-7570-X,ReefWatch 55,-55.3022,85.4265,2022-02-24T18:00:00+00:00,9.88,36.9,8.15,253.4,8.6,1.74,7.6
